"","AAPL","MSFT","AMZN","GOOGL","FB","WFC","BAC","GD","LMT","BA"
"1",0.000109099553172515,0.000102655027861843,0.000565765859711532,0.00209132586363744,-0.000340658341910681,0.00144143340471352,0.000146916495341497,0.000781781540980417,0.00164375410995078,-0.00151907978234671
"2",0.00112891270699474,0.000689823656008007,0.000909056470126596,2.27082441944481e-05,0.00079835796455232,0.00106449639285621,5.46119298475995e-05,0.00072690229812198,0.00108249952570436,-0.00104331101746638
"3",0.00304833334835669,0.00071265535162492,0.0015221044203438,0.000413042496805252,0.000392687899877659,0.00092908275267737,-0.00060557633378794,0.000679214129582783,0.000941625662749015,-0.000171259125479485
"4",0.00354146451049173,0.000713543148247143,0.000545096853706444,0.00235899043133668,0.00148430081183308,0.00082413676993712,0.000352601992375384,0.000681818954600227,0.000906266583605621,0.000663505791973676
"5",0.00267776291905172,0.000713577669679788,0.000919793725062766,0.00141114348578014,0.00124214862033461,0.00074524702587842,0.00140283940883764,0.000682763853978457,0.000897391520115205,0.00112346599100076
"6",0.00116670934788067,0.000713579012024738,0.00193020796796573,-0.000264883112318624,0.00112806904005578,0.000682647427137887,0.000743263199982398,0.000682679693436207,0.000895163895588009,0.00118238367135541
"7",0.000126520264347449,0.000713579064221006,0.00113026238850845,0.00115229151419018,0.00112392734350528,0.000633080411179819,0.000971222526633444,0.000682661945515526,0.000894604765950286,0.00103022984337593
"8",0.000243017439832061,0.000713579066250627,0.000576323120552646,0.00241672270015015,0.0011610955615261,0.000593737350246857,0.00135382074946317,0.000682664282050263,0.000894464425444979,0.00087759472523281
"9",0.00135655877427318,0.000713579066329547,0.00167208618197067,0.000640336867137023,0.00116123251603817,0.000562513409635014,0.000213092501252635,0.000682664592781083,0.000894429200237619,0.000828986351599306
"10",0.00261330553694113,0.000713579066332616,0.00166232589754061,-0.000118979250777443,0.00115487448215364,0.000537730430650382,-7.22191855797912e-05,0.00068266453336107,0.000894420358775699,0.000873212272460152
"11",0.00312219574070872,0.000713579066332735,0.000580461508421187,0.00186525534363771,0.00115378617879574,0.000518059893760477,0.00051331086610617,0.000682664528475004,0.000894418139585104,0.000945311279598411
"12",0.00257874783764891,0.00071357906633274,0.00114986781964347,0.00205561324144762,0.00115514464967477,0.00050244708810971,2.53692800643167e-05,0.000682664529895809,0.000894417582572367,0.00099139674904292
"13",0.0014390893110235,0.00071357906633274,0.00193138686102569,2.02422764050696e-05,0.00115546066566897,0.000490054970397757,9.76074237252199e-05,0.000682664529958076,0.0008944174427632,0.000996739448448182
"14",0.000545052323769228,0.00071357906633274,0.000961867888091617,0.000406702723106708,0.00115522210854915,0.000480219158908766,0.0010437447658647,0.000682664529925736,0.000894417407671358,0.000977241495863044
"15",0.000506583591627935,0.00071357906633274,0.000685943076678002,0.00232446149293112,0.00115512844303059,0.000472412326531035,0.000812856562113594,0.000682664529925368,0.00089441739886337,0.000956211029383293
"16",0.00128999735091455,0.00071357906633274,0.00179213679242268,0.00139200482656158,0.00115517043845129,0.000466215925511887,0.000523862782158872,0.000682664529926073,0.000894417396652582,0.00094713865233389
"17",0.00228734118596739,0.00071357906633274,0.00149499096524684,-0.00025709035773541,0.00115519364400005,0.000461297748241615,0.00102499914579344,0.00068266452992606,0.000894417396097678,0.000950131188892933
"18",0.0027836417606913,0.00071357906633274,0.000548994692163917,0.00113998704106614,0.00115518729383769,0.000457394116504903,0.00060914680532493,0.000682664529926045,0.000894417395958398,0.00095796441514446
"19",0.00246618639217826,0.00071357906633274,0.00133299734429601,0.00238591753537326,0.00115518178750482,0.000454295744913613,4.25164825025942e-05,0.000682664529926046,0.000894417395923439,0.000963767793007117
"20",0.00161541355874214,0.00071357906633274,0.0018682836160456,0.000637235729536028,0.00115518258751123,0.000451836520487393,0.000492859359896286,0.000682664529926046,0.000894417395914664,0.00096499685648665
"21",0.000866091786145424,0.00071357906633274,0.000812528740047552,-0.000109320822271178,0.00115518380996939,0.00044988459683966,0.000457791507734836,0.000682664529926046,0.000894417395912462,0.000963000514157947
"22",0.000736801548024342,0.00071357906633274,0.0008258384041005,0.00184564727092899,0.0011551837640901,0.000448335325497866,0.000134985807469573,0.000682664529926046,0.000894417395911909,0.000960446271461561
"23",0.00127430365419487,0.00071357906633274,0.00186832070333365,0.00203340831822369,0.00115518350414684,0.000447105645385485,0.000695451989872598,0.000682664529926046,0.00089441739591177,0.000959122515058854
"24",0.00205417843816794,0.00071357906633274,0.00131659544348146,2.96046552694827e-05,0.00115518348842781,0.000446129629668939,0.000861146008530227,0.000682664529926046,0.000894417395911736,0.000959265823549947
"25",0.00251203146566329,0.00071357906633274,0.000565424949166046,0.000411176074965785,0.00115518354107022,0.000445354951222607,0.000443928560507145,0.000682664529926046,0.000894417395911727,0.000960124485970078
"26",0.00234943315101671,0.00071357906633274,0.00150182554511647,0.00230020462365503,0.00115518354951357,0.000444740077214906,0.000694583977533311,0.000682664529926046,0.000894417395911725,0.000960858746972549
"27",0.0017244606801587,0.00071357906633274,0.00176474468521247,0.0013820269632638,0.00115518353935374,0.000444252042408805,0.000762162297264547,0.000682664529926046,0.000894417395911724,0.000961084790384986
"28",0.00110841614924593,0.00071357906633274,0.000698206927073865,-0.000241352522138528,0.00115518353659989,0.00044386468179674,0.000252684027379837,0.000682664529926046,0.000894417395911724,0.000960897981132778
"29",0.000932923765856227,0.00071357906633274,0.00098780312906472,0.00113519787693593,0.0011551835384494,0.000443557227816197,0.00038594616366758,0.000682664529926046,0.000894417395911724,0.000960598012540659
"30",0.00128988705612078,0.00071357906633274,0.0018982865940921,0.00236224926342771,0.00115518353920494,0.000443313196938488,0.000624262862760095,0.000682664529926046,0.000894417395911724,0.000960416299231712
"31",0.00189108819930641,0.00071357906633274,0.0011401332308484,0.000640249878891104,0.001155183538893,0.000443119505937416,0.000315030312773059,0.000682664529926046,0.000894417395911724,0.00096040816351694
"32",0.00229736962194482,0.00071357906633274,0.000626792541979607,-9.42959737515725e-05,0.00115518353870489,0.000442965770458329,0.000468929095914963,0.000682664529926046,0.000894417395911724,0.000960499644664106
"33",0.0022374767292725,0.00071357906633274,0.00164551891574478,0.00183134895156653,0.00115518353875155,0.000442843748281774,0.000799456706830093,0.000682664529926046,0.000894417395911724,0.000960590607805191
"34",0.00178648422078711,0.00071357906633274,0.001629523867091,0.00201610443273587,0.00115518353879536,0.000442746897433422,0.000524493378374239,0.000682664529926046,0.000894417395911724,0.000960626715183211
"35",0.00128856538236917,0.00071357906633274,0.000625232860095733,4.29752888660836e-05,0.00115518353878991,0.000442670025449237,0.000494772612882943,0.000682664529926046,0.000894417395911724,0.000960611224337204
"36",0.00109641955141638,0.00071357906633274,0.00115989945681994,0.000419350093718237,0.00115518353878024,0.000442609010991923,0.000730589586996371,0.000682664529926046,0.000894417395911724,0.00096057687013607
"37",0.00132319071455874,0.00071357906633274,0.0018819217734304,0.00227974497709202,0.00115518353878043,0.000442560582893692,0.000456648172222576,0.000682664529926046,0.000894417395911724,0.00096055283403288
"38",0.0017800618140356,0.00071357906633274,0.00097753302113874,0.00137532424686751,0.00115518353878247,0.000442522144779161,0.000342138299808798,0.000682664529926046,0.000894417395911724,0.000960548850198799
"39",0.00213014900407889,0.00071357906633274,0.000727049652487058,-0.000223016184698228,0.00115518353878263,0.000442491635865893,0.000612148984944973,0.000682664529926046,0.000894417395911724,0.000960558199739633
"40",0.00213537875879085,0.00071357906633274,0.00175534582487064,0.0011330574386644,0.00115518353878222,0.000442467420479676,0.000488893948227003,0.000682664529926046,0.000894417395911724,0.000960569216172431
"41",0.00181653057629512,0.00071357906633274,0.00147314297302876,0.00234128749021195,0.00115518353878214,0.000442448200361133,0.000393474542576795,0.000682664529926046,0.000894417395911724,0.000960574532674841
"42",0.00142030506117808,0.00071357906633274,0.000596850314978633,0.000645355902471867,0.00115518353878222,0.000442432945062147,0.000672599604513704,0.000682664529926046,0.000894417395911724,0.000960573548814238
"43",0.00123020571590214,0.00071357906633274,0.00132999380116102,-7.75606084451269e-05,0.00115518353878224,0.00044242083670045,0.000611078221478792,0.000682664529926046,0.000894417395911724,0.00096056971699912
"44",0.00136500514781551,0.00071357906633274,0.00182226976692297,0.00181902916407008,0.00115518353878223,0.000442411226110511,0.000439444220968448,0.000682664529926046,0.000894417395911724,0.000960566630002854
"45",0.00170708520714038,0.00071357906633274,0.000839282743574748,0.00200067094171463,0.00115518353878222,0.000442403598039818,0.000623057499891331,0.000682664529926046,0.000894417395911724,0.000960565801611023
"46",0.00200172475407331,0.00071357906633274,0.000857753640214365,5.76048844452602e-05,0.00115518353878223,0.000442397543524658,0.000580226393400614,0.000682664529926046,0.000894417395911724,0.000960566702815317
"47",0.00204554874455872,0.00071357906633274,0.00182524295953592,0.000428723782507801,0.00115518353878223,0.000442392737964339,0.000381205539397834,0.000682664529926046,0.000894417395911724,0.000960568007199552
"48",0.00182558923548995,0.00071357906633274,0.0013071255008294,0.00226080153279109,0.00115518353878223,0.000442388923718382,0.000537105201314744,0.000682664529926046,0.000894417395911724,0.000960568749005576
"49",0.00151488542748131,0.00071357906633274,0.000613133378287278,0.00136982490980013,0.00115518353878223,0.000442385896293636,0.000582543988042368,0.000682664529926046,0.000894417395911724,0.000960568738730641
"50",0.00133788086137236,0.00071357906633274,0.00148659422279042,-0.000203959620967136,0.00115518353878223,0.000442383493380795,0.000423636824523285,0.000682664529926046,0.000894417395911724,0.00096056832419156
"51",0.00140929477484758,0.00071357906633274,0.00172519312055019,0.00113185332886812,0.00115518353878223,0.000442381586152505,0.000554880805858909,0.000682664529926046,0.000894417395911724,0.000960567937750699
"52",0.00166140659876401,0.00071357906633274,0.000733776391171657,0.00232147035147605,0.00115518353878223,0.000442380072356545,0.000638300771409372,0.000682664529926046,0.000894417395911724,0.000960567798500426
"53",0.00190450740569261,0.00071357906633274,0.00100874155056805,0.000651138981428511,0.00115518353878223,0.00044237887083378,0.000472672685903602,0.000682664529926046,0.000894417395911724,0.000960567877695488
"54",0.00196866060456848,0.00071357906633274,0.00185211688507481,-6.03983873473006e-05,0.00115518353878223,0.000442377917166976,0.000528369387822295,0.000682664529926046,0.000894417395911724,0.000960568028586128
"55",0.00182153879417839,0.00071357906633274,0.00114317074114835,0.00180751413350852,0.00115518353878223,0.0004423771602272,0.000612389979070507,0.000682664529926046,0.000894417395911724,0.000960568128071504
"56",0.00158135083310358,0.00071357906633274,0.000671113448322443,0.00198603923157669,0.00115518353878223,0.000442376559432644,0.000458822428554338,0.000682664529926046,0.000894417395911724,0.000960568139814567
"57",0.00142322633897351,0.00071357906633274,0.0016196057612708,7.25283414676503e-05,0.00115518353878223,0.000442376082572911,0.000479344970681424,0.000682664529926046,0.000894417395911724,0.000960568096628898
"58",0.00145229782872956,0.00071357906633274,0.00159885701885533,0.000438418722475005,0.00115518353878223,0.000442375704082124,0.000595112962419346,0.000682664529926046,0.000894417395911724,0.000960568049377792
"59",0.00163489538320133,0.00071357906633274,0.000666830010808084,0.00224256896439429,0.00115518353878223,0.000442375403668258,0.000490297660689879,0.000682664529926046,0.000894417395911724,0.00096056802825778
"60",0.00183201221304366,0.00071357906633274,0.00116889338658774,0.00136479916157082,0.00115518353878223,0.000442375165225225,0.000489901534809489,0.000682664529926046,0.000894417395911724,0.000960568034069726
"61",0.00190430888988537,0.00071357906633274,0.0018359308536813,-0.00018484078389699,0.00115518353878223,0.000442374975969381,0.000610929513520152,0.000682664529926046,0.000894417395911724,0.000960568051092054
"62",0.00180990659163994,0.00071357906633274,0.000992350290156056,0.00113098299139158,0.00115518353878223,0.000442374825754154,0.000527561773886349,0.000682664529926046,0.000894417395911724,0.000960568064019113
"63",0.00162686245118491,0.00071357906633274,0.000765107995687859,0.0023022453578695,0.00115518353878223,0.000442374706526054,0.000484868296464669,0.000682664529926046,0.000894417395911724,0.000960568066955311
"64",0.00148989657554551,0.00071357906633274,0.00172095923168816,0.0006571021520594,0.00115518353878223,0.000442374611892907,0.00058630867602506,0.000682664529926046,0.000894417395911724,0.000960568062677592
"65",0.00149184641947878,0.00071357906633274,0.00145307771042728,-4.32583085650904e-05,0.00115518353878223,0.000442374536781146,0.00052603015079997,0.000682664529926046,0.000894417395911724,0.000960568057029605
"66",0.00162149526651567,0.00071357906633274,0.000641393288923965,0.00179638923510119,0.00115518353878223,0.000442374477163804,0.000465859426227502,0.000682664529926046,0.000894417395911724,0.000960568054022506
